Canonicalized SMILES,Canonicalized Taste
CC(=O)OC1CC2CC3(C(=O)OC4CCC(C)(C)C5=COCC54C13)C(=O)C2C,undefined
COC(=O)C(C)C1CC(O)C2C(C1)C(=O)OC1CCC(C)(C)C(CO)C12CO,undefined
CC1C(=O)C23CC1CC(=O)C2C12COC(=O)C1C(C)(C)CCC2OC3=O,undefined
CC1C(=O)C23CC1CC(O)C2C12COCC1C(C)(C)CCC2OC3=O,undefined
OC1CC(O)C(O)CC1O,undefined
NC(CSSCC(N)C(=O)O)C(=O)O,undefined
CC(=O)OCC12C(CCC(C)(C)C1C=O)OC(=O)C13CC(CC(OC(C)=O)C12)C(C)C3=O,undefined
CC(C)(Cl)C1CC=C(C=NO)CC1,undefined
CC(C)(C)C(N)C(=O)O,undefined
CC1C(=O)C23CC1CCC2C12COC(=O)C1C(C)(C)C(O)CC2OC3=O,undefined
CC1OC(OCC2OC(Oc3cc(O)c4c(c3)OC(c3ccc(O)c(O)c3)CC4=O)C(O)C(O)C2O)C(O)C(O)C1O,undefined
CC(=CCO)CCC1=C(CO)CC(OC2OCC(O)C(O)C2O)C2C(C)(CO)CC(O)CC12C,undefined
COc1ccccc1O,undefined
NC(CC(=O)O)C(=O)NCCc1ccccc1,undefined
COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,undefined
O=C1OC(c2ccc(O)cc2)Cc2cccc(O)c21,undefined
COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1,undefined
NC(CC(=O)O)C(=O)O,undefined
NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,undefined
COC(=O)c1ccccc1C(=O)c1ccc(OC)cc1,undefined
COC(=O)CCNC(=O)Nc1ccc([N+](=O)[O-])cc1,undefined
COC(=O)c1cccc(CCc2ccc(OC)c(O)c2)c1,undefined
COC(=O)c1ccc(CCc2ccc(OC)c(O)c2)cc1,undefined
C=C1C(=O)C23CC1CC(O)C2C12COC(OC(C)=O)C1C(C)(C)CCC2OC3=O,undefined
COc1ccc(CNCC(C)C)cc1O,undefined
CCCNCc1ccc(OC)c(O)c1,undefined
COc1ccc(CNCC(C)(C)C)cc1O,undefined
CC(C)OCCCN(S(=O)(=O)[O-])S(=O)(=O)[O-],undefined
O=S(=O)([O-])N(CCCN1CCOCC1)S(=O)(=O)[O-],undefined
COc1ccc(C2OCc3ccccc3S2)c(NC(=O)c2ccc([N+](=O)[O-])cc2)c1O,undefined
COCCC1CC=C(C=NO)CC1,undefined
CC1OC(OCC2OC(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)C(O)C(O)C2O)C(O)C(O)C1O,undefined
CCN1C(=O)c2ccccc2S1(=O)=O,undefined
CN1C(=O)c2ccccc2S1(=O)=O,undefined
O=C(O)c1ccccc1C(=O)c1ccc(-c2ccccc2)cc1,undefined
CCOc1ccccc1NC(N)=O,undefined
Cc1ccccc1NC(N)=O,undefined
COc1ccc(CCc2ccc3ccccc3c2)cc1O,undefined
COc1ccc(CCc2ccc(OC)c(O)c2)cc1O,undefined
COc1ccc(CCc2ccc(OC)c(OC)c2)cc1O,undefined
NC(=Nc1ccccc1)NCC(=O)O,undefined
O=C([O-])c1cccc(NS(=O)(=O)[O-])c1,undefined
O=C([O-])c1ccc(NS(=O)(=O)[O-])cc1,undefined
O=S(=O)([O-])Nc1ccccc1Oc1ccccc1,undefined
CCOC(=O)c1ccc(NS(=O)(=O)[O-])cc1,undefined
CCCOC(=O)c1ccc(NS(=O)(=O)[O-])cc1,undefined
CSc1cccc(NS(=O)(=O)[O-])c1,undefined
O=S(=O)([O-])Nc1ccc(CCO)cc1,undefined
CCN(CCO)c1ccc(NS(=O)(=O)[O-])cc1,undefined
COc1ccc2c(c1O)CCC21SCc2ccccc2S1,undefined
COc1cc2c(cc1O)CCC21SCc2ccccc2S1,undefined
O=C(NCCC(=O)OS(=O)(=O)[O-])Nc1ccc([N+](=O)[O-])cc1,undefined
OCc1ccc(C=NO)o1,undefined
CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(OC)C(OC6CC(OC)C(OC7OC(C)C(O)C(OC)C7O)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,undefined
CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(OC)C(OC6CC(OC)C(OC7OC(C)C(OC8OC(CO)C(OC9OC(CO)C(O)C(O)C9O)C(O)C8O)C(OC)C7O)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,undefined
CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(OC)C(OC6CC(OC)C(OC7CC(OC)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,undefined
CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(OC)C(OC6CC(OC)C(OC7CC(OC)C(OC8OC(CO)C(OC9OC(CO)C(O)C(O)C9O)C(O)C8O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,undefined
CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7CC(OC)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,undefined
CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7CC(OC)C(OC8CC(OC)C(O)C(C)O8)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,undefined
O=C1OC(c2ccc(O)c(O)c2)Cc2cccc(O)c21,undefined
C=C1C2CCC3C45COC(O)(C(OC(C)=O)C4C(C)(C)CCC5O)C3(C2)C1OC(C)=O,undefined
COc1ccc(CCc2ccccc2)cc1N,undefined
COc1cc(CCc2ccccc2)ccc1O,undefined
CC(NC(=O)CC(N)C(=O)O)C(=O)NC1C(C)(C)SC1(C)C,undefined
O=S(=O)([O-])Nc1ccc(Cl)cc1,undefined
O=S(=O)([O-])Nc1ccc(F)cc1,undefined
O=[N+]([O-])c1ccc(NS(=O)(=O)[O-])cc1,undefined
O=C(O)CS(=O)(=O)c1ccccc1,undefined
COc1ccc(S(=O)(=O)C2(C(=O)O)CCCC2)cc1,undefined
COc1ccc(S(=O)(=O)C2(C(=O)O)CCCCC2)cc1,undefined
Cc1ccc(S(=O)(=O)C2(C(=O)O)CCCC2)cc1,undefined
O=C(O)C1(S(=O)(=O)c2ccccc2)CCCC1,undefined
O=C(O)C1(S(=O)(=O)c2ccccc2)CC1,undefined
OC1COCC1O,undefined
CC(=O)OCC1OC(COC(C)=O)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,undefined
CC(=O)OC(C)(CCC=C(C)C)C1CCC(C)=CC1=O,undefined
CC1CC(C)C(C(=O)O)(S(=O)(=O)c2ccccc2)CC1C,undefined
CC1CCC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,undefined
CC1CCCCC1(C(=O)O)S(=O)(=O)c1ccccc1,undefined
O=C(O)C1(S(=O)(=O)c2ccccc2)CC=CCC1,undefined
CC1CCC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,undefined
O=C(O)C1(S(=O)(=O)c2ccccc2)CCC1,undefined
O=C(O)C1(S(=O)(=O)c2ccccc2)CCCCC1,undefined
CC(C)c1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,undefined
CC(C)C(C(=O)O)S(=O)(=O)c1ccc(C(C)(C)C)cc1,undefined
CCC(C)(C(=O)O)S(=O)(=O)c1ccccc1,undefined
O=C(O)C(C(=O)c1ccccc1)S(=O)(=O)c1ccccc1,undefined
CCCCC(C(=O)O)S(=O)(=O)c1ccccc1,undefined
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(Cl)C(O)C1O,undefined
CCC(CC)(C(=O)O)S(=O)(=O)c1ccccc1,undefined
CC(C)(C(=O)O)S(=O)(=O)c1ccccc1,undefined
CC1SCCCC1NS(=O)(=O)[O-],undefined
O=C(O)C(Cc1ccccc1)S(=O)(=O)c1ccccc1,undefined
CCCC(C(=O)O)S(=O)(=O)c1ccccc1,undefined
CC(C(=O)O)S(=O)(=O)c1ccccc1,undefined
O=S(=O)([O-])Nc1ccccc1N1CCCCC1,undefined
CCCC(CCC)(C(=O)O)S(=O)(=O)c1ccccc1,undefined
O=S(=O)([O-])Nc1ncccn1,undefined
O=S(=O)([O-])NC1=NCCS1,undefined
CC(CC(=O)O)S(=O)(=O)c1ccc(Br)cc1,undefined
CCC(C)C(COC(C)=O)NC(=O)C(N)CC(=O)O,undefined
CC(=O)OCC(Cc1ccccc1)NC(=O)C(N)CC(=O)O,undefined
CC(=O)OCC(CC(C)C)NC(=O)C(N)CC(=O)O,undefined
CC1CCCCC1OC(=O)CCNC(=O)C(N)CC(=O)O,undefined
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC(C)CCC1C(C)C,undefined
COC(=O)C(CNC(=O)C(N)CC(=O)O)Cc1ccccc1,undefined
CCCCOC(=O)CCNC(=O)C(N)CC(=O)O,undefined
CCOC(=O)CC(Cc1ccccc1)NC(=O)C(N)CC(=O)O,undefined
CC(COC(=O)C1CCCC(C)(C)C1)NC(=O)C(N)CC(=O)O,undefined
CC(COC(=O)c1ccccc1)NC(=O)C(N)CC(=O)O,undefined
CCC(COC(=O)C1CCCCC1)NC(=O)C(N)CC(=O)O,undefined
CC(COC(=O)C1CCCCC1)NC(=O)C(N)CC(=O)O,undefined
CCC(CC(=O)OC1CCCCC1)NC(=O)C(N)CC(=O)O,undefined
CCCCC(=O)OCC(CC)NC(=O)C(N)CC(=O)O,undefined
CCCC(COC(=O)CC)NC(=O)C(N)CC(=O)O,undefined
CCC(CC(=O)OC(C)C)NC(=O)C(N)CC(=O)O,undefined
COC(=O)C(COC(=O)c1ccccc1)NC(=O)C(N)CC(=O)O,undefined
COC(=O)C(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1,undefined
COC(=O)C(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1,undefined
COC(=O)C(CNC(=O)C(N)CC(=O)O)C(=O)OC,undefined
COC(=O)C(CC(=O)OC1CCCCC1)NC(=O)C(N)CC(=O)O,undefined
CC(C)CC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C,undefined
O=S(=O)([O-])Nc1ncc(C(F)(F)F)cc1Cl,undefined
Cc1cccnc1NS(=O)(=O)[O-],undefined
CC(=O)OC1C(O)C(CO)OC1(CO)OC1OC(CO)C(O)C(O)C1O,undefined
CC(CC(=O)O)S(=O)(=O)c1ccccc1,undefined
O=S(=O)([O-])Nc1cc(C(F)(F)F)ccn1,undefined
O=S(=O)([O-])Nc1nc(Cl)cc(Cl)n1,undefined
OCC1OC(OC2(CO)OC(CCl)C(Cl)C2O)C(O)C(O)C1O,undefined
Cc1cc(C)nc(NS(=O)(=O)[O-])n1,undefined
CCc1ccnc(NS(=O)(=O)[O-])c1,undefined
COc1cc(C)nc(NS(=O)(=O)[O-])n1,undefined
Cc1ccnc(NS(=O)(=O)[O-])c1,undefined
Cc1ccnc(NS(=O)(=O)[O-])n1,undefined
CC1CCSCC1NS(=O)(=O)[O-],undefined
O=S(=O)([O-])NN1CCC(c2ccccc2)CC1,undefined
Cc1nnc(NS(=O)(=O)[O-])nc1C,undefined
O=S(=O)([O-])Nc1ccc(Br)cn1,undefined
O=S(=O)([O-])Nc1ccc(Cl)cn1,undefined
OCC1OC(OC2(CCl)OC(CO)C(O)C2O)C(Cl)C(O)C1O,undefined
CCOc1ccc2sc(NS(=O)(=O)[O-])nc2c1,undefined
O=S(=O)([O-])Nc1cccc2cnccc12,undefined
Cc1ccc(NS(=O)(=O)[O-])nc1,undefined
Cc1cnc(NS(=O)(=O)[O-])s1,undefined
CC1CSCC(NS(=O)(=O)[O-])C1,undefined
O=[N+]([O-])c1ccc(NS(=O)(=O)[O-])nc1,undefined
CC(C)=CCCC(C)(O)C1CCC(C)=CC1O,undefined
OCC1OC(CCl)(OC2OC(CCl)C(O)C(O)C2O)C(O)C1O,undefined
O=S(=O)([O-])Nc1cc(C(F)(F)F)cc(Cl)n1,undefined
CC1CCC(NS(=O)(=O)[O-])CS1,undefined
CC(=O)OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,undefined
CC(C)OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,undefined
COC(=O)C1OC(OC2C(OC3CCC45CC46CCC4(C)C(C(C)C7CC=C(C)C(=O)O7)CCC4(C)C6CCC5C3(C)C(=O)OC)OC(CO)C(O)C2O)C(O)C(O)C1O,undefined
O=S(=O)([O-])Nc1ccccc1[S-],undefined
O=S(=O)([O-])Nc1cccc([S-])c1,undefined
O=S(=O)([O-])Nc1ccc([S-])cc1,undefined
CCO,undefined
COC1(CO)OC(CO)C(O)C1O,undefined
O=[N+]([O-])c1cccc(NS(=O)(=O)[O-])c1,undefined
CCC(C)NS(=O)(=O)[O-],undefined
CC=C(C)C(C)=NO,undefined
CC1CC=C(C=NO)C(C)O1,undefined
CC(=NO)C1=CCCCC1,undefined
COCC(OC)C1CC=C(C=NO)CC1,undefined
COCC1=CCC=C(C=NO)C1,undefined
CCCC(CC)(C(=O)O)S(=O)(=O)c1ccccc1,undefined
COC1C(O)C(C)OC(OC2OC(C(C)C3CCC4C5=CC(=O)C6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C5CCC43C)CCC2C)C1O,undefined
COC(=O)CC1c2c(O)cc(O)c(C3c4c(O)cc5c(c4OC(c4ccc(O)cc4)C3O)C3c4c(O)cc(O)cc4OC(c4ccc(O)cc4)(O5)C3O)c2OC(c2ccc(O)cc2)C1O,undefined
CCC(CO)NS(=O)(=O)[O-],undefined
CC(C)(OCC(=O)[O-])C1CC=C(C=NO)CC1,undefined
CC(C)(CO)NS(=O)(=O)[O-],undefined
O=S(=O)([O-])Nc1cccc([O-])c1,undefined
O=S(=O)([O-])N[n+]1ccc(-c2ccccc2)cc1,undefined
CCCCCCNS(=O)(=O)[O-],undefined
CC(C)NS(=O)(=O)[O-],undefined
CNS(=O)(=O)[O-],undefined
O=S(=O)([O-])Nc1ccc2c(c1)OCO2,undefined
COCC(C)NS(=O)(=O)[O-],undefined
COC(CNS(=O)(=O)[O-])OC,undefined
O=S(=O)([O-])Nc1cccc(Cl)c1Cl,undefined
O=S(=O)([O-])Nc1cccc(F)c1F,undefined
O=S(=O)([O-])Nc1ccc2c(c1)CCC2,undefined
CC(C)(C)CC(C)(C)NS(=O)(=O)[O-],undefined
O=S(=O)([O-])Nc1ccc(Cl)cc1Cl,undefined
O=S(=O)([O-])Nc1ccc(F)cc1F,undefined
Cc1ccc(NS(=O)(=O)[O-])c(C)c1,undefined
O=[N+]([O-])c1ccc(NS(=O)(=O)[O-])c([N+](=O)[O-])c1,undefined
O=S(=O)([O-])Nc1cc(Cl)ccc1Cl,undefined
O=S(=O)([O-])Nc1c(F)cccc1F,undefined
Cc1cccc(C)c1NS(=O)(=O)[O-],undefined
Nc1ccccc1NS(=O)(=O)[O-],undefined
O=S(=O)([O-])Nc1ccccc1Br,undefined
O=S(=O)([O-])Nc1ccccc1Cl,undefined
O=S(=O)([O-])Nc1cccnc1Cl,undefined
N#Cc1ccccc1NS(=O)(=O)[O-],undefined
O=S(=O)([O-])NCCC1CCCCC1,undefined
CCOC(C)CNS(=O)(=O)[O-],undefined
CCc1ccccc1NS(=O)(=O)[O-],undefined
Cc1ccc(F)c(NS(=O)(=O)[O-])c1,undefined
O=S(=O)([O-])Nc1ccccc1F,undefined
O=S(=O)([O-])NCCO,undefined
O=S(=O)([O-])Nc1ccccc1I,undefined
COc1cc([N+](=O)[O-])ccc1NS(=O)(=O)[O-],undefined
COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)[O-],undefined
COCCNS(=O)(=O)[O-],undefined
CCC(C)(C)NS(=O)(=O)[O-],undefined
O=[N+]([O-])c1ccccc1NS(=O)(=O)[O-],undefined
O=S(=O)([O-])NCCN1CCCCC1,undefined
O=S(=O)([O-])Nc1ccc2sc(S)nc2c1,undefined
CC(NS(=O)(=O)[O-])C(C)(C)C,undefined
O=S(=O)([O-])Nc1ccc(Cl)c(Cl)c1,undefined
O=S(=O)([O-])Nc1ccc(F)c(F)c1,undefined
Cc1ccc(NS(=O)(=O)[O-])cc1C,undefined
CC(=O)c1cccc(NS(=O)(=O)[O-])c1,undefined
Nc1cccc(NS(=O)(=O)[O-])c1,undefined
O=S(=O)([O-])Nc1ccc(F)c(Cl)c1,undefined
Cc1ccc(NS(=O)(=O)[O-])cc1Cl,undefined
CCOCCCNS(=O)(=O)[O-],undefined
Cc1c(F)cccc1NS(=O)(=O)[O-],undefined
O=S(=O)([O-])Nc1cccc(O)c1,undefined
O=S(=O)([O-])NCCCO,undefined
O=S(=O)([O-])Nc1cccc(I)c1,undefined
COCCCNS(=O)(=O)[O-],undefined
CCC(C)C(C)NS(=O)(=O)[O-],undefined
CCCc1cccc(NS(=O)(=O)[O-])c1,undefined
CC(=O)c1ccc(NS(=O)(=O)[O-])cc1,undefined
CCCCc1ccc(NS(=O)(=O)[O-])cc1,undefined
N#Cc1nc[nH]c1NS(=O)(=O)[O-],undefined
CCOc1ccc(NS(=O)(=O)[O-])c([N+](=O)[O-])c1,undefined
CCc1nc(NS(=O)(=O)[O-])sc1C,undefined
O=[N+]([O-])c1cc(NS(=O)(=O)[O-])ccc1F,undefined
CC(C)CC(C)NS(=O)(=O)[O-],undefined
CC(C)CCCNS(=O)(=O)[O-],undefined
CC1CCN(NS(=O)(=O)[O-])CC1,undefined
O=S(=O)([O-])Nc1nc(-c2ccccc2)cs1,undefined
O=S(=O)([O-])Nc1ccc(-c2ccccc2)cc1,undefined
CCCc1ccc(NS(=O)(=O)[O-])cc1,undefined
CC(C)(C)c1ccc(NS(=O)(=O)[O-])cc1,undefined
Cc1cc(Br)cnc1NS(=O)(=O)[O-],undefined
CCCCc1nnc(NS(=O)(=O)[O-])s1,undefined
CCCCc1sc(NS(=O)(=O)[O-])nc1C,undefined
Cc1ccc(Cl)cc1NS(=O)(=O)[O-],undefined
O=S(=O)([O-])Nc1cnc(Cl)cn1,undefined
CCc1sc(NS(=O)(=O)[O-])nc1C,undefined
Cc1ccc(F)cc1NS(=O)(=O)[O-],undefined
CC(C)CCC(C)NS(=O)(=O)[O-],undefined
CCCCCc1nnc(NS(=O)(=O)[O-])s1,undefined
CCOc1ccc2nc(NS(=O)(=O)[O-])sc2c1,undefined
O=S(=O)([O-])Nc1nc2ccc(F)cc2s1,undefined
COc1ccc2nc(NS(=O)(=O)[O-])sc2c1,undefined
CCCCCC(C)NS(=O)(=O)[O-],undefined
CCCCC(C)NS(=O)(=O)[O-],undefined
O=S(=O)([O-])NN1CCCC1,undefined
CCc1cccc(C(C)CC)c1NS(=O)(=O)[O-],undefined
CN(C)CCNS(=O)(=O)[O-],undefined
O=S(=O)([O-])Nc1ccccc1N1CCOCC1,undefined
CC(C)OCCNS(=O)(=O)[O-],undefined
O=S(=O)([O-])Nc1ccccc1C(F)(F)F,undefined
O=S(=O)([O-])Nc1cc(C(F)(F)F)ccc1Br,undefined
O=S(=O)([O-])Nc1ccc(C(F)(F)F)cc1Cl,undefined
O=S(=O)([O-])Nc1cc(C(F)(F)F)ccc1Cl,undefined
CCc1cccc(C(C)C)c1NS(=O)(=O)[O-],undefined
O=S(=O)([O-])Nc1cc(C(F)(F)F)ccc1F,undefined
Cc1cccc(C(C)C)c1NS(=O)(=O)[O-],undefined
CN(C)CCCNS(=O)(=O)[O-],undefined
O=S(=O)([O-])Nc1cccc(C(F)(F)F)c1,undefined
O=S(=O)([O-])Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,undefined
O=S(=O)([O-])Nc1cc(Cl)cc(C(F)(F)F)c1,undefined
CCOC(=O)Cc1csc(NS(=O)(=O)[O-])n1,undefined
O=[N+]([O-])c1ccccc1-c1csc(NS(=O)(=O)[O-])n1,undefined
O=[N+]([O-])c1cccc(-c2csc(NS(=O)(=O)[O-])n2)c1,undefined
O=S(=O)([O-])Nc1nc(-c2ccc(Cl)cc2)cs1,undefined
CCC(CC)c1ccc(NS(=O)(=O)[O-])cc1,undefined
CC(Cc1ccccc1)c1nnc(NS(=O)(=O)[O-])s1,undefined
CC(C)Cc1nnc(NS(=O)(=O)[O-])s1,undefined
O=S(=O)([O-])Nc1nnc(CCc2ccccc2)s1,undefined
O=S(=O)([O-])Nc1nnc(-c2cccc(Cl)c2)s1,undefined
CC(C)CCc1nnc(NS(=O)(=O)[O-])s1,undefined
O=S(=O)([O-])Nc1nnc(-c2ccc(Cl)cc2)s1,undefined
CCC(C)c1nnc(NS(=O)(=O)[O-])s1,undefined
CSc1nnc(NS(=O)(=O)[O-])s1,undefined
CCCC(C)c1nnc(NS(=O)(=O)[O-])s1,undefined
CCCCCNS(=O)(=O)[O-],undefined
CCNS(=O)(=O)[O-],undefined
CCCCCCCNS(=O)(=O)[O-],undefined
CCCCCCCCNS(=O)(=O)[O-],undefined
CCC(CC)NS(=O)(=O)[O-],undefined
CC(C)(C)NS(=O)(=O)[O-],undefined
Cc1ccc(NS(=O)(=O)[O-])cc1,undefined
CC(=O)OC1C(OC2(CCl)OC(CCl)C3OC32)OC(CO)C(Cl)C1OC(C)=O,undefined
O=S(=O)([O-])NC1CSC1,undefined
O=S(=O)([O-])NC1CCCCCSC1,undefined
O=S(=O)([O-])NC1CCCCSCC1,undefined
Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21,undefined
OC1CC(O)C(O)C(O)C1O,undefined
COc1cc(C(=O)OCC(C#N)=CCOC2OC(CO)C(O)C(O)C2O)ccc1O,undefined
N#CC(=CCOC1OC(CO)C(O)C(O)C1O)COC(=O)c1ccc(O)cc1,undefined
CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,undefined
CCCCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,undefined
O=C(O)Cc1cn(C2OC(CO)C(O)C(O)C2O)c2ccccc12,undefined
O=S(=O)([O-])NC1CSCCSC1,undefined
COc1ccc2c(c1O)CCC1C2CCC2(C)CCCC12,undefined
Nc1ccc2c(c1)S(=O)(=O)NC2=O,undefined
CCCCCC=CC=CC(CCCCCCCC(=O)O)OO,undefined
CCCCCC(C=CC=CCCCCCCCC(=O)O)OO,undefined
CC=CC=CC=CCCC=CC(=O)NCC(C)(C)O,undefined
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,undefined
COc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,undefined
COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,undefined
CCCCCC=CC=CC(=O)NCC(C)C,undefined
O=C(C=Cc1ccc(O)c(O)c1)NC(Cc1ccc(O)c(O)c1)C(=O)O,undefined
CC1CCC(C(C)C)C(OCC(O)CO)C1,undefined
CC(C)C1CCC(C)C23CCC(C)(O)C2C13,undefined
O=S(=O)([O-])NC1CCC1,undefined
COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,undefined
CC1CCC(C(C)C)C(C(=O)Nc2ccc(CC#N)cc2)C1,undefined
CC1CCC(C(C)C)C2(C1)OCC(CO)O2,undefined
CC1CCC(C(C)C)C(OC(=O)OCCO)C1,undefined
CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,undefined
O=C(OCC1OC(O)C(O)(COC(=O)c2cc(O)c(O)c(O)c2)C1O)c1cc(O)c(O)c(O)c1,undefined
O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O,undefined
CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC(C)(C(O)c2ccoc2)C12OC2(C)C(=O)O,undefined
CC1CCC(C(C)C)C(OC(=O)CCCC(=O)O)C1,undefined
CC1CCC(C(C)C)C(OC(=O)C(C)O)C1,undefined
CC1CCC(C(C)C)C(OC(=O)CCC(=O)O)C1,undefined
COC(=O)Cc1cn(C2OC(CO)C(O)C(O)C2O)c2ccccc12,undefined
CC1(C)CCCC2(C)C3CC=C(C=O)C(C=O)=CC3CCC12,undefined
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,undefined
COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1OC,undefined
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,undefined
COc1cc(CNC(=O)CCCCCC(C)C)ccc1O,undefined
O=C(C=CCCc1ccc2c(c1)OCO2)N1CCCCC1,undefined
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,undefined
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCC1,undefined
CC1(C)CCCC2(C)C(C=O)C(C=O)=CCC12,undefined
Oc1cc(O)c2c(c1)OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4,undefined
CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,undefined
CCCCCC=CC(=O)CCc1ccc(O)c(OC)c1,undefined
Cc1cccc(NS(=O)(=O)[O-])c1C,undefined
CCOc1ccc(NS(=O)(=O)[O-])cc1,undefined
COc1ccc(NS(=O)(=O)[O-])cc1,undefined
O=[N+]([O-])c1ccc([O-])c(NS(=O)(=O)[O-])c1,undefined
O=S(=O)([O-])Nc1cc(F)ccc1F,undefined
Cc1ccc(C)c(NS(=O)(=O)[O-])c1,undefined
O=[N+]([O-])c1ccc(Cl)c(NS(=O)(=O)[O-])c1,undefined
CCOC(=O)c1ccccc1NS(=O)(=O)[O-],undefined
O=[N+]([O-])c1ccc(F)c(NS(=O)(=O)[O-])c1,undefined
COc1ccccc1NS(=O)(=O)[O-],undefined
Cc1ccc([N+](=O)[O-])cc1NS(=O)(=O)[O-],undefined
COc1ccc(NS(=O)(=O)[O-])cc1OC,undefined
Cc1cc(C)cc(NS(=O)(=O)[O-])c1,undefined
COc1cccc(NS(=O)(=O)[O-])c1,undefined
N#Cc1ccc(NS(=O)(=O)[O-])cc1,undefined
CCc1ccc(NS(=O)(=O)[O-])cc1,undefined
O=S(=O)([O-])Nc1ccc(I)cc1,undefined
O=S(=O)([O-])Nc1ccc(OCc2ccccc2)cc1,undefined
Cc1cc2nc(NS(=O)(=O)[O-])sc2cc1C,undefined
COc1ccc(Cl)cc1NS(=O)(=O)[O-],undefined
CC(C)(C)c1nnc(NS(=O)(=O)[O-])s1,undefined
CCCC(C)NS(=O)(=O)[O-],undefined
O=S(=O)([O-])Nc1ccccc1CO,undefined
O=S(=O)([O-])Nc1cccc(CO)c1,undefined
O=S(=O)([O-])Nc1nc(-c2ccc(Br)cc2)cs1,undefined
Cc1ccc(-c2csc(NS(=O)(=O)[O-])n2)cc1,undefined
O=S(=O)([O-])Nc1nnc(-c2ccccc2Br)s1,undefined
O=S(=O)([O-])Nc1nnc(-c2cccc(Br)c2)s1,undefined
CC=CC=CCCC=CC(=O)NCC(C)C,undefined
